,Symbol,Name,Sector,industry,Exchange,CIK
235,AOI,"Alliance One International, Inc.",Consumer Services,Farming/Seeds/Milling,NYSE,939930
236,AOS,Smith (A.O.) Corporation,Consumer Durables,Consumer Electronics/Appliances,NYSE,91142
237,AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,NASDAQ,1387467
238,AP,Ampco-Pittsburgh Corporation,Capital Goods,Fluid Controls,NYSE,6176
239,APA,Apache Corporation,Energy,Oil & Gas Production,NYSE,6769
240,APAM,Artisan Partners Asset Management Inc.,Finance,Investment Managers,NYSE,1517302
241,APB,"Asia Pacific Fund, Inc. (The)",,,NYSE,795618
242,APC,Anadarko Petroleum Corporation,Energy,Oil & Gas Production,NYSE,773910
243,APD,"Air Products and Chemicals, Inc.",Basic Industries,Major Chemicals,NYSE,2969
244,APDN,Applied DNA Sciences Inc,Consumer Services,Other Consumer Services,NASDAQ,744452
245,APEI,"American Public Education, Inc.",Consumer Services,Other Consumer Services,NASDAQ,1201792
246,APF,"Morgan Stanley Asia-Pacific Fund, Inc.",,,NYSE,919808
247,APH,Amphenol Corporation,Capital Goods,Electrical Products,NYSE,820313
248,APO,"Apollo Global Management, LLC",Finance,Investment Managers,NYSE,1411494
249,APOG,"Apogee Enterprises, Inc.",Capital Goods,Auto Parts:O.E.M.,NASDAQ,6845
250,APOL,"Apollo Education Group, Inc.",Consumer Services,Other Consumer Services,NASDAQ,929887
251,APPF,"AppFolio, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,1433195
252,APT,"Alpha Pro Tech, Ltd.",Health Care,Industrial Specialties,AMEX,1025637
253,APTI,"Apptio, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,1114973
254,APTS,"Preferred Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,1481832
255,APU,"AmeriGas Partners, L.P.",Consumer Services,Other Specialty Stores,NYSE,932628
256,AQXP,"Aquinox Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1404644
257,AR,Antero Resources Corporation,Energy,Oil & Gas Production,NYSE,1433270
258,ARAY,Accuray Incorporated,Health Care,Medical/Dental Instruments,NASDAQ,1138723
259,ARC,"ARC Document Solutions, Inc.",Consumer Services,Professional Services,NYSE,1305168
260,ARCC,Ares Capital Corporation,,,NASDAQ,1287750
261,ARCI,"Appliance Recycling Centers of America, Inc.",Consumer Services,Home Furnishings,NASDAQ,862861
262,ARCW,"ARC Group Worldwide, Inc.",Capital Goods,Metal Fabrications,NASDAQ,826326
263,ARCX,Arc Logistic Partners LP,Energy,Oil Refining/Marketing,NYSE,1583744
264,ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",,,NYSE,1515324
265,ARDM,Aradigm Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,1013238
266,ARDX,"Ardelyx, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1437402
267,ARE,"Alexandria Real Estate Equities, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,1035443
268,ARES,Ares Management L.P.,Finance,Investment Managers,NYSE,876490
269,AREX,Approach Resources Inc.,Energy,Oil & Gas Production,NASDAQ,1405073
270,ARGS,"Argos Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1105533
271,ARI,Apollo Commercial Real Estate Finance,Consumer Services,Real Estate Investment Trusts,NYSE,1467760
272,ARIA,"ARIAD Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,884731
273,ARII,"American Railcar Industries, Inc.",Capital Goods,Railroads,NASDAQ,1344596
274,ARIS,"ARI Network Services, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ,879796
275,ARKR,Ark Restaurants Corp.,Consumer Services,Restaurants,NASDAQ,779544
276,ARL,"American Realty Investors, Inc.",Finance,Real Estate,NYSE,1102238
277,ARLP,"Alliance Resource Partners, L.P.",Energy,Coal Mining,NASDAQ,1086600
278,ARLZ,Aralez Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,NASDAQ,1660719
279,ARMK,Aramark,Consumer Services,Restaurants,NYSE,1584509
280,ARNA,"Arena Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1080709
281,AROC,"Archrock, Inc.",Public Utilities,Natural Gas Distribution,NYSE,1397951
282,AROW,Arrow Financial Corporation,Finance,Major Banks,NASDAQ,717538
283,ARQL,"ArQule, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1019695
284,ARR,"ARMOUR Residential REIT, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,1428205
285,ARRS,ARRIS International plc,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,1141107
286,ARRY,Array BioPharma Inc.,Health Care,Major Pharmaceuticals,NASDAQ,1100412
287,ARTNA,Artesian Resources Corporation,Public Utilities,Water Supply,NASDAQ,863110
288,ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ,7623
289,ARTX,Arotech Corporation,Miscellaneous,Industrial Machinery/Components,NASDAQ,916529
290,ARW,"Arrow Electronics, Inc.",Consumer Non-Durables,Electronic Components,NYSE,7536
291,ARWA,Arowana Inc.,Finance,Business Services,NASDAQ,1622577
292,ARWR,"Arrowhead Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,879407
293,ASA,ASA Gold and Precious Metals Limited,,,NYSE,1230869
294,ASB,Associated Banc-Corp,Finance,Major Banks,NYSE,843494
295,ASBB,"ASB Bancorp, Inc.",Finance,Savings Institutions,NASDAQ,1520300
296,ASC,Ardmore Shipping Corporation,Transportation,Marine Transportation,NYSE,1577437
297,ASCMA,"Ascent Capital Group, Inc.",Consumer Services,Other Consumer Services,NASDAQ,1437106
298,ASFI,"Asta Funding, Inc.",Finance,Finance Companies,NASDAQ,1001258
299,ASG,"Liberty All-Star Growth Fund, Inc.",,,NYSE,786035
300,ASGN,"On Assignment, Inc.",Technology,Professional Services,NYSE,890564
301,ASH,Ashland Global Holdings Inc.,Consumer Durables,Specialty Chemicals,NYSE,1305014
302,ASM,Avino Silver,Basic Industries,Precious Metals,AMEX,1319849
303,ASML,ASML Holding N.V.,Technology,Industrial Machinery/Components,NASDAQ,937966
304,ASNA,"Ascena Retail Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ,1498301
305,ASND,Ascendis Pharma A/S,Health Care,Major Pharmaceuticals,NASDAQ,1373479
306,ASPN,"Aspen Aerogels, Inc.",Consumer Services,RETAIL: Building Materials,NYSE,319458
307,ASPS,Altisource Portfolio Solutions S.A.,Consumer Services,Other Consumer Services,NASDAQ,1462418
308,ASRV,AmeriServ Financial Inc.,Finance,Major Banks,NASDAQ,707605
309,ASTC,Astrotech Corporation,Capital Goods,Military/Government/Technical,NASDAQ,1001907
310,ASTE,"Astec Industries, Inc.",Capital Goods,Construction/Ag Equipment/Trucks,NASDAQ,792987
311,ASUR,Asure Software Inc,Technology,EDP Services,NASDAQ,884144
312,ASYS,"Amtech Systems, Inc.",Technology,Industrial Machinery/Components,NASDAQ,720500
313,AT,Atlantic Power Corporation,Energy,Electric Utilities: Central,NYSE,1419242
314,ATAI,ATA Inc.,Consumer Services,Other Consumer Services,NASDAQ,1420529
315,ATEC,"Alphatec Holdings, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,1350653
316,ATEN,"A10 Networks, Inc.",Technology,Computer Communications Equipment,NYSE,1580808
317,ATHM,Autohome Inc.,Technology,EDP Services,NYSE,1527636
318,ATHN,"athenahealth, Inc.",Miscellaneous,Business Services,NASDAQ,1131096
319,ATHX,"Athersys, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1368148
320,ATI,Allegheny Technologies Incorporated,Basic Industries,Steel/Iron Ore,NYSE,1018963
321,ATLC,Atlanticus Holdings Corporation,Finance,Finance: Consumer Services,NASDAQ,1464343
322,ATLO,Ames National Corporation,Finance,Major Banks,NASDAQ,1132651
323,ATNI,"ATN International, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ,879585
324,ATNM,"Actinium Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,AMEX,1388320
325,ATO,Atmos Energy Corporation,Public Utilities,Oil/Gas Transmission,NYSE,731802
326,ATOS,Atossa Genetics Inc.,Health Care,Medical/Dental Instruments,NASDAQ,1488039
327,ATR,"AptarGroup, Inc.",Consumer Non-Durables,Plastic Products,NYSE,896622
328,ATRA,"Atara Biotherapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,1604464
329,ATRC,"AtriCure, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,1323885
330,ATRI,Atrion Corporation,Health Care,Medical/Dental Instruments,NASDAQ,701288
331,ATRO,Astronics Corporation,Capital Goods,Military/Government/Technical,NASDAQ,8063
332,ATRS,"Antares Pharma, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,1139650
333,ATSG,"Air Transport Services Group, Inc",Transportation,Air Freight/Delivery Services,NASDAQ,894081
334,ATTU,Attunity Ltd.,Technology,Computer Software: Prepackaged Software,NASDAQ,893821
335,ATU,Actuant Corporation,Technology,Industrial Machinery/Components,NYSE,6955
336,ATV,"Acorn International, Inc.",Consumer Services,Other Specialty Stores,NYSE,1365742
337,ATVI,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,NASDAQ,718877
338,ATW,"Atwood Oceanics, Inc.",Energy,Oil & Gas Production,NYSE,8411
339,AUBN,"Auburn National Bancorporation, Inc.",Finance,Major Banks,NASDAQ,750574
340,AUDC,AudioCodes Ltd.,Public Utilities,Telecommunications Equipment,NASDAQ,1086434
341,AVA,Avista Corporation,Public Utilities,Power Generation,NYSE,104918
342,AVAV,"AeroVironment, Inc.",Capital Goods,Aerospace,NASDAQ,1368622
343,AVB,"AvalonBay Communities, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,915912
344,AVD,American Vanguard Corporation,Basic Industries,Agricultural Chemicals,NYSE,5981
345,AVEO,"AVEO Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1325879
346,AVGO,Broadcom Limited,Technology,Semiconductors,NASDAQ,1649338
347,AVGR,"Avinger, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,1506928
348,AVHI,"A V Homes, Inc.",Capital Goods,Homebuilding,NASDAQ,39677
349,AVID,"Avid Technology, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,896841
350,AVK,Advent Claymore Convertible Securities and Income Fund,,,NYSE,1219120
351,AVNW,"Aviat Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,1377789
352,AVP,"Avon Products, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,NYSE,8868
353,AVT,"Avnet, Inc.",Consumer Non-Durables,Electronic Components,NYSE,8858
354,AVX,AVX Corporation,Capital Goods,Electrical Products,NYSE,859163
355,AVXS,"AveXis, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,1652923
356,AVY,Avery Dennison Corporation,Consumer Durables,Containers/Packaging,NYSE,8818
357,AWF,Alliance World Dollar Government Fund II,,,NYSE,906013
358,AWH,"Allied World Assurance Company Holdings, AG",Finance,Property-Casualty Insurers,NYSE,1163348
359,AWI,Armstrong World Industries Inc,Consumer Non-Durables,Plastic Products,NYSE,7431
360,AWK,American Water Works,Public Utilities,Water Supply,NYSE,1410636
361,AWP,Alpine Global Premier Properties Fund,,,NYSE,1390195
362,AWR,American States Water Company,Public Utilities,Water Supply,NYSE,1056903
363,AWRE,"Aware, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,1015739
364,AWX,Avalon Holdings Corporation,Public Utilities,Environmental Services,AMEX,1061069
365,AXAS,Abraxas Petroleum Corporation,Energy,Oil & Gas Production,NASDAQ,867665
366,AXDX,"Accelerate Diagnostics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ,727207
367,AXE,Anixter International Inc.,Consumer Non-Durables,Telecommunications Equipment,NYSE,52795
368,AXL,"American Axle & Manufacturing Holdings, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE,1062231
369,AXP,American Express Company,Finance,Finance: Consumer Services,NYSE,4962
370,AXR,AMREP Corporation,Consumer Services,Newspapers/Magazines,NYSE,6207
371,AXS,Axis Capital Holdings Limited,Finance,Property-Casualty Insurers,NYSE,1214816
372,AXTI,AXT Inc,Technology,Semiconductors,NASDAQ,1051627
373,AYA,Amaya Inc.,Technology,"Computer Software: Programming, Data Processing",NASDAQ,1378451
374,AYI,Acuity Brands Inc,Consumer Durables,Building Products,NYSE,1144215
375,AYR,Aircastle Limited,Technology,Diversified Commercial Services,NYSE,1362988
376,AZO,"AutoZone, Inc.",Consumer Services,Other Specialty Stores,NYSE,866787
377,AZPN,"Aspen Technology, Inc.",Technology,EDP Services,NASDAQ,929940
378,AZZ,AZZ Inc.,Consumer Durables,Building Products,NYSE,8947
379,B,"Barnes Group, Inc.",Capital Goods,Metal Fabrications,NYSE,9984
380,BA,Boeing Company (The),Capital Goods,Aerospace,NYSE,12927
381,BABY,Natus Medical Incorporated,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,878526
382,BAC,Bank of America Corporation,Finance,Major Banks,NYSE,70858
383,BAF,BlackRock Income Investment Quality Trust,,,NYSE,1181026
384,BAH,Booz Allen Hamilton Holding Corporation,Consumer Services,Professional Services,NYSE,1443646
385,BANC,"Banc of California, Inc.",Finance,Major Banks,NYSE,1169770
386,BANF,BancFirst Corporation,Finance,Major Banks,NASDAQ,760498
387,BANR,Banner Corporation,Finance,Major Banks,NASDAQ,946673
388,BANX,StoneCastle Financial Corp,,,NASDAQ,1578987
389,BAS,"Basic Energy Services, Inc.",Energy,Oilfield Services/Equipment,NYSE,1109189
390,BASI,"Bioanalytical Systems, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ,720154
391,BAX,Baxter International Inc.,Health Care,Medical/Dental Instruments,NYSE,10456
392,BBBY,Bed Bath & Beyond Inc.,Consumer Services,Home Furnishings,NASDAQ,886158
393,BBF,BlackRock Municipal Income Investment Trust,,,NYSE,1137392
394,BBG,Bill Barrett Corporation,Energy,Oil & Gas Production,NYSE,1172139
395,BBGI,"Beasley Broadcast Group, Inc.",Consumer Services,Broadcasting,NASDAQ,1099160
396,BBK,Blackrock Municipal Bond Trust,,,NYSE,1167467
397,BBN,BalckRock Taxable Municipal Bond Trust,,,NYSE,1493683
398,BBOX,Black Box Corporation,Technology,Computer Communications Equipment,NASDAQ,849547
399,BBRG,"Bravo Brio Restaurant Group, Inc.",Consumer Services,Restaurants,NASDAQ,1495479
400,BBRY,BlackBerry Limited,Public Utilities,Telecommunications Equipment,NASDAQ,1070235
401,BBSI,"Barrett Business Services, Inc.",Technology,Professional Services,NASDAQ,902791
402,BBT,BB&T Corporation,Finance,Major Banks,NYSE,92230
403,BBW,"Build-A-Bear Workshop, Inc.",Consumer Services,Recreational Products/Toys,NYSE,1113809
404,BBY,"Best Buy Co., Inc.",Consumer Services,Consumer Electronics/Video Chains,NYSE,764478
405,BC,Brunswick Corporation,Energy,Industrial Machinery/Components,NYSE,14930
406,BCBP,"BCB Bancorp, Inc. (NJ)",Finance,Savings Institutions,NASDAQ,1228454
407,BCC,"Boise Cascade, L.L.C.",Consumer Services,RETAIL: Building Materials,NYSE,1328581
408,BCEI,"Bonanza Creek Energy, Inc.",Energy,Oil & Gas Production,NYSE,1509589
409,BCLI,Brainstorm Cell Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,1137883
410,BCO,Brink&#39;s Company (The),Transportation,Oil Refining/Marketing,NYSE,78890
411,BCOV,Brightcove Inc.,Technology,EDP Services,NASDAQ,1313275
412,BCPC,Balchem Corporation,Basic Industries,Major Chemicals,NASDAQ,9326
413,BCR,"C.R. Bard, Inc.",Health Care,Medical/Dental Instruments,NYSE,9892
414,BCRH,Blue Capital Reinsurance Holdings Ltd.,Finance,Property-Casualty Insurers,NYSE,1582086
415,BCRX,"BioCryst Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,882796
416,BCV,Bancroft Fund Limited,,,AMEX,9521
417,BCX,BlackRock Resources,,,NYSE,1506289
418,BDC,Belden Inc,Basic Industries,Telecommunications Equipment,NYSE,913142
419,BDE,"Black Diamond, Inc.",Consumer Non-Durables,Recreational Products/Toys,NASDAQ,1304069
420,BDGE,"Bridge Bancorp, Inc.",Finance,Major Banks,NASDAQ,846617
421,BDJ,Blackrock Enhanced Equity Dividend Trust,,,NYSE,1332283
422,BDL,"Flanigan&#39;s Enterprises, Inc.",Consumer Services,Restaurants,AMEX,12040
423,BDN,Brandywine Realty Trust,Consumer Services,Real Estate Investment Trusts,NYSE,790816
424,BDR,"Blonder Tongue Laboratories, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,AMEX,1000683
425,BDSI,"BioDelivery Sciences International, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1103021
426,BDX,"Becton, Dickinson and Company",Health Care,Medical/Dental Instruments,NYSE,10795
427,BEAT,"BioTelemetry, Inc.",Health Care,Medical Specialities,NASDAQ,1574774
428,BEAV,"B/E Aerospace, Inc.",Capital Goods,Military/Government/Technical,NASDAQ,861361
429,BEBE,"bebe stores, inc.",Consumer Non-Durables,Apparel,NASDAQ,1059272
430,BECN,"Beacon Roofing Supply, Inc.",Consumer Services,RETAIL: Building Materials,NASDAQ,1124941
431,BEL,Belmond Ltd.,Consumer Services,Hotels/Resorts,NYSE,1115836
432,BELFB,Bel Fuse Inc.,Capital Goods,Electrical Products,NASDAQ,729580
433,BEN,"Franklin Resources, Inc.",Finance,Investment Managers,NYSE,38777
434,BERY,BPC Acquisition Corp,Consumer Non-Durables,Plastic Products,NYSE,1378992
435,BETR,"Amplify Snack Brands, inc.",Consumer Non-Durables,Packaged Foods,NYSE,1640313
436,BFAM,Bright Horizons Family Solutions Inc.,Miscellaneous,Other Consumer Services,NYSE,1437578
437,BFIN,BankFinancial Corporation,Finance,Savings Institutions,NASDAQ,1303942
438,BFK,BlackRock Municipal Income Trust,,,NYSE,1137393
439,BFO,Blackrock Florida Municipal 2020 Term Trust,,,NYSE,1181249
440,BFS,"Saul Centers, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,907254
441,BFY,BlackRock New York Municipal Income Trust II,,,AMEX,1176197
442,BFZ,BlackRock California Municipal Income Trust,,,NYSE,1137391
443,BG,Bunge Limited,Consumer Non-Durables,Packaged Foods,NYSE,1144519
444,BGB,Blackstone / GSO Strategic Credit Fund,,,NYSE,1546429
445,BGC,General Cable Corporation,Basic Industries,Telecommunications Equipment,NYSE,886035
446,BGCP,"BGC Partners, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ,1382519
447,BGFV,Big 5 Sporting Goods Corporation,Consumer Services,Other Specialty Stores,NASDAQ,1156388
448,BGG,Briggs & Stratton Corporation,Energy,Industrial Machinery/Components,NYSE,14195
449,BGH,Babson Global Short Duration High Yield Fund,,,NYSE,1521404
450,BGI,Birks Group Inc.,Consumer Services,Consumer Specialties,AMEX,1179821
451,BGNE,"BeiGene, Ltd.",Health Care,Major Pharmaceuticals,NASDAQ,1651308
452,BGR,BlackRock Energy and Resources Trust,,,NYSE,1306550
453,BGT,Blackrock Global,,,NYSE,1287480
454,BGY,"BLACKROCK INTERNATIONAL, LTD.",,,NYSE,1393299
455,BHAC,Barington/Hilco Acquisition Corp.,Finance,Business Services,NASDAQ,1622175
456,BHB,"Bar Harbor Bankshares, Inc.",Finance,Major Banks,AMEX,889608
457,BHBK,"Blue Hills Bancorp, Inc.",Finance,Major Banks,NASDAQ,1601545
458,BHE,"Benchmark Electronics, Inc.",Technology,Electrical Products,NYSE,863436
459,BHI,Baker Hughes Incorporated,Energy,Metal Fabrications,NYSE,808362
460,BHK,Blackrock Core Bond Trust,,,NYSE,1160864
461,BHL,Blackrock Defined Opportunity Credit Trust,,,NYSE,1412914
462,BHLB,"Berkshire Hills Bancorp, Inc.",Finance,Banks,NYSE,1108134
463,BHV,BlackRock Virginia Municipal Bond Trust,,,AMEX,1169034
464,BID,Sotheby&#39;s,Miscellaneous,Business Services,NYSE,823094
465,BIDU,"Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ,1329099
466,BIF,"USLIFE Income Fund, Inc.",,,NYSE,102426
467,BIG,"Big Lots, Inc.",Consumer Services,Department/Specialty Retail Stores,NYSE,768835
468,BIIB,Biogen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,875045
469,BIO,"Bio-Rad Laboratories, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NYSE,1475430
470,BIOA,BioAmber Inc.,Basic Industries,Major Chemicals,NYSE,1534287
471,BIOL,"Biolase, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,811240
472,BIOS,"BioScrip, Inc.",Health Care,Medical/Nursing Services,NASDAQ,1014739
473,BIT,BlackRock Multi-Sector Income Trust,,,NYSE,1562818
474,BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,Restaurants,NASDAQ,1013488
475,BJZ,Blackrock California Municipal 2018 Term Trust,,,NYSE,1159038
476,BK,Bank Of New York Mellon Corporation (The),Finance,Major Banks,NYSE,1390777
477,BKD,Brookdale Senior Living Inc.,Health Care,Hospital/Nursing Management,NYSE,1332349
478,BKE,"Buckle, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,885245
479,BKEP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution,NASDAQ,1392091
480,BKFS,"Black Knight Financial Services, Inc.",Technology,Computer Software: Prepackaged Software,NYSE,1627014
481,BKH,Black Hills Corporation,Public Utilities,Electric Utilities: Central,NYSE,1130464
482,BKJ,"Bancorp of New Jersey, Inc",Finance,Major Banks,AMEX,1390312
483,BKK,Blackrock Municipal 2020 Term Trust,,,NYSE,1181250
484,BKMU,Bank Mutual Corporation,Finance,Savings Institutions,NASDAQ,1123270
485,BKN,BlackRock Investment Quality Municipal Trust Inc. (The),,,NYSE,894242
486,BKS,"Barnes & Noble, Inc.",Consumer Services,Other Specialty Stores,NYSE,890491
487,BKSC,Bank of South Carolina Corp.,Finance,Major Banks,NASDAQ,1007273
488,BKT,BlackRock Income Trust Inc. (The),,,NYSE,832327
489,BKU,"BankUnited, Inc.",Finance,Savings Institutions,NYSE,1504008
490,BL,"BlackLine, Inc.",,,NASDAQ,71525
491,BLCM,"Bellicum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1358403
492,BLD,TopBuild Corp.,Basic Industries,Engineering & Construction,NYSE,805792
493,BLDR,"Builders FirstSource, Inc.",Consumer Services,RETAIL: Building Materials,NASDAQ,1316835
494,BLE,BlackRock Municipal Income Trust II,,,AMEX,1176194
495,BLFS,"BioLife Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,834365
496,BLH,Blackrock New York Municipal 2018 Term Trust,,,NYSE,1159039
497,BLJ,Blackrock New Jersey Municipal Bond Trust,,,AMEX,1169031
498,BLK,"BlackRock, Inc.",Finance,Investment Bankers/Brokers/Service,NYSE,1364742
499,BLKB,"Blackbaud, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,1280058
500,BLL,Ball Corporation,Consumer Durables,Containers/Packaging,NYSE,9389
501,BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,Restaurants,NASDAQ,1546417
502,BLMT,"BSB Bancorp, Inc.",Finance,Major Banks,NASDAQ,1522420
503,BLPH,"Bellerophon Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1600132
504,BLUE,"bluebird bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,1293971
505,BLVD,Boulevard Acquisition Corp. II,Finance,Business Services,NASDAQ,1592016
506,BLW,Citigroup Inc.,Finance,Major Banks,NYSE,1233681
507,BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",Finance,Commercial Banks,NYSE,890541
508,BME,Blackrock Health Sciences Trust,,,NYSE,1314966
509,BMI,"Badger Meter, Inc.",Capital Goods,Industrial Machinery/Components,NYSE,9092
510,BMRA,"Biomerica, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,73290
511,BMRC,Bank of Marin Bancorp,Finance,Major Banks,NASDAQ,1403475
512,BMRN,BioMarin Pharmaceutical Inc.,Health Care,Major Pharmaceuticals,NASDAQ,1048477
513,BMS,"Bemis Company, Inc.",Consumer Durables,Containers/Packaging,NYSE,11199
514,BMTC,Bryn Mawr Bank Corporation,Finance,Major Banks,NASDAQ,802681
515,BMY,Bristol-Myers Squibb Company,Health Care,Major Pharmaceuticals,NYSE,14272
516,BNCL,"Beneficial Bancorp, Inc.",Finance,Savings Institutions,NASDAQ,1378020
517,BNCN,BNC Bancorp,Finance,Major Banks,NASDAQ,1210227
518,BNFT,"Benefitfocus, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,1576169
519,BNJ,BlackRock New Jersey Municipal Income Trust,,,NYSE,1137440
520,BNSO,"Bonso Electronics International, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ,846546
521,BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,,,NYSE,1137390
522,BOBE,"Bob Evans Farms, Inc.",Consumer Services,Restaurants,NASDAQ,33769
523,BOCH,Bank of Commerce Holdings (CA),Finance,Major Banks,NASDAQ,702513
524,BOE,Blackrock Global,,,NYSE,1320375
525,BOFI,"BofI Holding, Inc.",Finance,Savings Institutions,NASDAQ,1299709
526,BOH,Bank of Hawaii Corporation,Finance,Major Banks,NYSE,46195
527,BOKF,BOK Financial Corporation,Finance,Major Banks,NASDAQ,875357
528,BOLD,"Audentes Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,1444275
529,BONT,"The Bon-Ton Stores, Inc.",Consumer Services,Department/Specialty Retail Stores,NASDAQ,878079
530,BOOM,DMC Global Inc.,Capital Goods,Industrial Specialties,NASDAQ,34067
531,BOOT,"Boot Barn Holdings, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,1610250
532,BORN,China New Borun Corporation,Consumer Non-Durables,Beverages (Production/Distribution),NYSE,1490366
533,BOSC,B.O.S. Better Online Solutions,Technology,Computer Communications Equipment,NASDAQ,1005516
534,BOX,"Box, Inc.",Technology,Computer Software: Prepackaged Software,NYSE,1372612
535,BPFH,"Boston Private Financial Holdings, Inc.",Finance,Major Banks,NASDAQ,821127
536,BPI,"Bridgepoint Education, Inc.",Consumer Services,Other Consumer Services,NYSE,1305323
537,BPK,Blackrock Municipal 2018 Term Trust,,,NYSE,1159040
538,BPL,Buckeye Partners L.P.,Energy,Natural Gas Distribution,NYSE,805022
539,BPOP,"Popular, Inc.",Finance,Major Banks,NASDAQ,763901
540,BPTH,"Bio-Path Holdings, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1133818
541,BPY,Brookfield Property Partners L.P.,Finance,Real Estate,NYSE,1545772
542,BQH,Blackrock New York Municipal Bond Trust,,,NYSE,1167470
543,BR,"Broadridge Financial Solutions, Inc.",Miscellaneous,Business Services,NYSE,1383312
544,BRC,Brady Corporation,Consumer Durables,Miscellaneous manufacturing industries,NYSE,746598
